,Areaname,STCOU,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,popini,2011,2012,2013,2014,2015,2016,2017,2018,2019,popfin,2021,FIPScounty,Percapdmg,Exposure,Recovery,NDamage,NExposure,NRecovery
388,"Shawnee, KS",20177,169871,170320,170349,170854,171378,171893,172986,174162,175449,176786,175537,176723,177688,178378,178600.0,178792.0,178567.0,178392.0,178284.0,177852.0,177293.0,179053.0,20177,0.89148,116.99093136495736,0.010003588986937227,-0.2366057382303474,-0.7371467469414211,-0.4137944958046823
389,"Sherman, KS",20181,6760,6606,6396,6293,6186,6155,5979,6004,6017,6004,6002,6019,6036,6063,6078.0,6054.0,6038.0,5999.0,5966.0,5938.0,5904.0,5965.0,20181,466.75034,422.49545010140565,-0.016327890703098966,-0.153271430533938,-0.5263409226051479,-0.6763898520430947
390,"Stevens, KS",20189,5463,5428,5442,5473,5626,5592,5481,5397,5440,5592,5533,5558,5633,5713,5744.0,5772.0,5738.0,5741.0,5686.0,5603.0,5498.0,5320.0,20189,19.08677,42.49000524779408,-0.006325682270016266,-0.23335090715235654,-0.7885542652619372,-0.5766410525994357
391,"Thomas, KS",20193,8180,8164,8119,8040,7919,7768,7726,7681,7685,7753,7757,7809,7854,7902,7947.0,7925.0,7909.0,7847.0,7824.0,7810.0,7748.0,7902.0,20193,1801.0190599999999,427.1253089648824,-0.0011602423617377853,0.08540678213797358,-0.5231462032003007,-0.5251277860147336
392,"Wyandotte, KS",20209,157882,158372,157498,156276,154874,154356,153689,154267,155092,156416,155462,156362,157274,158348,159466.0,160806.0,161777.0,163227.0,164345.0,164861.0,165447.0,168333.0,20209,0.01524,2.6098510039401113,0.06422791421697907,-0.23676248281555481,-0.8160725776744807,0.12696721482407583
393,"Anderson, KY",21005,19111,19382,19315,19504,19714,19987,20519,20999,21088,21328,21080,21308,21442,21575,21664.0,21761.0,21867.0,22017.0,22214.0,22409.0,22580.0,23646.0,21005,14.93335,182.12421836726406,0.07115749525616698,-0.2340938840708859,-0.6922031359105895,0.19607369205167577
394,"Boone, KY",21015,85991,90277,93323,96680,100822,105456,109295,112308,115262,117461,114723,117216,119406,121214,123030.0,124617.0,125656.0,127682.0,129095.0,130820.0,132368.0,134599.0,21015,5.88382,290.7465601921837,0.15380525265204012,-0.23571269264635852,-0.6172509800326844,1.0202931263999686
395,"Bourbon, KY",21017,19360,19443,19452,19563,19733,19908,19809,19891,20046,20027,19947,19987,20004,19999,19972.0,20013.0,20004.0,20017.0,20144.0,20058.0,19998.0,20281.0,21017,63.01453,257.8400326306032,0.0025567754549556325,-0.2254929703767116,-0.6399573141234334,-0.48805916589884707
396,"Boyd, KY",21019,49752,49595,49578,49754,49542,49403,49312,49154,49244,49362,49330,49368,49358,49314,49242.0,48917.0,48716.0,48486.0,48091.0,47682.0,47361.0,48447.0,21019,124.36847,1290.5232776121213,-0.03991485911210217,-0.21451778335473023,0.07262017454012233,-0.9116150822564243
397,"Boyle, KY",21021,27697,27472,27455,27451,27832,27922,28031,28112,28288,28297,28245,28345,28445,28701,29150.0,29388.0,29650.0,29773.0,29913.0,29972.0,30090.0,30469.0,21021,18.29513,200.99250788717575,0.06532129580456718,-0.2334925182217366,-0.6791835401857492,0.1378711568310214
398,"Bullitt, KY",21029,61236,62596,63775,65074,66937,68620,70042,71577,72738,73743,72515,73529,74431,75250,76093.0,76961.0,77727.0,78622.0,79466.0,80171.0,80921.0,81729.0,21029,28.7213,278.72746680153705,0.11592084396331793,-0.23162745192488637,-0.6255444576560897,0.6424841345543253
399,"Campbell, KY",21037,88616,88843,88596,88259,87982,88047,88036,88302,88548,89664,89016,89598,90119,90606,91268.0,91475.0,91456.0,91804.0,92267.0,92861.0,93608.0,93023.0,21037,21.89887,440.4012635208753,0.05158623168868518,-0.23284786980178843,-0.5139854596682506,0.0008957913397966702
400,"Christian, KY",21047,72265,73397,73098,71547,71700,72892,70592,73128,72034,73457,72678,73266,73722,74169,74459.0,74159.0,73936.0,72438.0,72263.0,71414.0,71470.0,72377.0,21047,247.98999999999998,1627.174498606578,-0.01662126090426264,-0.19240397270632717,0.3049180091157602,-0.6793155384606895
401,"Clark, KY",21049,33144,33390,33407,33672,34025,34377,34823,35207,35256,35607,35305,35446,35555,35608,35633.0,35657.0,35706.0,35757.0,35872.0,35971.0,36152.0,36716.0,21049,36.9672,35.13399336031208,0.02399093612802719,-0.23015239922795186,-0.7936300990210632,-0.27430319305291473
402,"Daviess, KY",21059,91545,91707,91821,92457,92769,93150,93908,94647,95411,96261,95398,96062,96711,97230,97631.0,98173.0,98724.0,99258.0,99937.0,100474.0,101001.0,102488.0,21059,100.00969,1744.5229085666865,0.05873288748191786,-0.21887515903634575,0.38589137212363206,0.0721670850927027
403,"Fayette, KY",21067,260512,263990,265822,269904,272377,275540,279971,283291,287683,292514,288045,292370,296766,300843,304473.0,308306.0,311529.0,315109.0,318734.0,320601.0,322200.0,321354.0,21067,29.81927,312.84837528746175,0.1185752226214654,-0.23143104357532437,-0.6020001700945592,0.6689553969950619
404,"Franklin, KY",21073,47687,48185,48293,48246,48536,48620,48699,48795,49301,49253,49067,49205,49399,49390,49509.0,49778.0,49982.0,49969.0,50296.0,50529.0,50744.0,51319.0,21073,36.09524,185.06617976292688,0.034177756944585976,-0.23030837819320962,-0.6901731083360605,-0.17271331383798583
405,"Greenup, KY",21089,36891,36804,36600,36681,36579,36530,36827,36939,37106,37053,36962,36974,36922,36822,36656.0,36477.0,36255.0,36012.0,35765.0,35555.0,35359.0,35996.0,21089,239.15491,1098.3351682181446,-0.04336886532114063,-0.19398442157572393,-0.059994468922411615,-0.9460607724185064
406,"Hardin, KY",21093,94174,93715,94136,93929,95015,96652,97539,98728,99926,101254,100876,102873,104513,106211,107565.0,107529.0,107573.0,107699.0,108095.0,108527.0,109627.0,110134.0,21093,32.42602,427.45609481143504,0.08675006939212498,-0.2309647398828549,-0.5229179526220451,0.35157340601021636
407,"Henderson, KY",21101,44829,44865,45091,45214,45362,45521,45633,45696,46046,46037,45943,46095,46254,46303,46394.0,46396.0,46362.0,46252.0,46137.0,45829.0,45550.0,45102.0,21101,277.15823,1771.6070248390104,-0.008554077879111072,-0.18718626738291733,0.40458009555338975,-0.5988641234522214
408,"Hopkins, KY",21107,46519,46148,46374,46668,46759,46640,46727,46834,47051,46921,46886,46921,46891,46810,46684.0,46518.0,46359.0,45985.0,45664.0,45331.0,45044.0,45432.0,21107,63.80348,870.5077176743569,-0.039286780702128564,-0.22535184050304752,-0.21720115678730306,-0.9053514588006152
409,"Jefferson, KY",21111,693604,697159,699810,703970,706828,710018,715149,723040,730194,736705,729452,735804,741285,746580,751485.0,755809.0,759724.0,764378.0,767154.0,767419.0,768419.0,780449.0,21111,9.02349,775.3862788767816,0.053419553308511045,-0.23515105853716675,-0.2828373490135586,0.019178916691082015
410,"Jessamine, KY",21113,39041,39819,40760,41545,42348,43503,45024,46044,47429,48153,47073,47880,48591,49112,49601.0,50328.0,51015.0,51667.0,52422.0,53032.0,53476.0,53016.0,21113,22.88768,172.90198238683917,0.13602277313959169,-0.232670988338606,-0.6985667113696951,0.8429541922670479
411,"Kenton, KY",21117,151464,151974,151777,152591,153138,153769,155557,157240,158258,159239,158034,159008,159926,160828,161915.0,163007.0,163393.0,163987.0,164688.0,165668.0,166552.0,168264.0,21117,145.84450999999999,393.2559057548532,0.05389979371527646,-0.21067608133051544,-0.546516945777196,0.023968199411960142
412,"McCracken, KY",21145,65514,64825,64588,64430,64270,64430,64678,64925,65287,65654,65217,65451,65558,65610,65545.0,65408.0,65292.0,65285.0,65284.0,65268.0,65485.0,67394.0,21145,328.97468,4555.502185220458,0.0041093579894812705,-0.1779171767659961,2.3255379804881278,-0.4725757609196134
413,"Madison, KY",21151,70872,72571,73634,74998,76673,78732,80264,80659,81521,82299,81580,82363,83174,83976,85485.0,85838.0,87324.0,88376.0,89700.0,90802.0,92090.0,92194.0,21151,23.4989,341.0971979573515,0.1288305957342486,-0.23256165137000098,-0.5825077698705463,0.7712289261552242
414,"Oldham, KY",21185,46178,47933,49250,51296,52830,54266,56329,57991,59375,59777,58784,59639,60357,60940,61711.0,63037.0,63876.0,64633.0,65374.0,65967.0,66508.0,67586.0,21185,12.26716,299.3695195791979,0.13139629831246596,-0.234570820578731,-0.6113009205398954,0.7968158506448397
415,"Scott, KY",21209,33061,34547,35601,36714,38051,39637,41924,43491,45157,46325,44868,46113,47211,48149,49167.0,50178.0,51348.0,52322.0,53517.0,54667.0,55961.0,56267.0,21209,17.98372,252.03160307791077,0.24723633770170278,-0.2335482242284008,-0.6439652770335035,1.952051210304438
416,"Simpson, KY",21213,16405,16599,16629,16694,16820,16998,17115,17187,17182,17227,17214,17269,17323,17443,17551.0,17704.0,17856.0,17881.0,18063.0,18183.0,18319.0,19324.0,21213,51.0494,362.2194698072762,0.06419193679563147,-0.22763333071041336,-0.5679328694808748,0.12660842360206606
417,"Taylor, KY",21217,22927,22918,23338,23388,23536,23755,23971,24078,24256,24367,24247,24400,24514,24585,25059.0,24993.0,25315.0,25406.0,25500.0,25571.0,25572.0,25948.0,21217,69.9058,198.4542231222757,0.05464593557965934,-0.22426023818267532,-0.680935020702234,0.031409231628473123
418,"Warren, KY",21227,92522,94211,95576,97721,99497,102121,105170,107356,109803,112375,109775,111843,113787,115438,117169.0,118950.0,121066.0,123824.0,126427.0,128652.0,130836.0,133216.0,21227,27.49078,556.5301213326597,0.19185606923252108,-0.23184757123807614,-0.43385361840615144,1.3997616504911097
419,"Woodford, KY",21239,23208,23331,23406,23555,23695,23933,24134,24214,24541,24702,24523,24683,24847,24988,25151.0,25317.0,25591.0,25817.0,26097.0,26318.0,26486.0,26758.0,21239,10.47029,163.48906674730713,0.0800473025323166,-0.23489225037287606,-0.7050618606035143,0.28472887345626213
420,"Acadia, LA",22001,58861,58844,59065,59194,59223,59524,60522,60762,61115,61451,61139,61430,61611,61847,62031.0,62163.0,62372.0,62607.0,62568.0,62457.0,62371.0,58200.0,22001,12518.22865,4568.584927040498,0.020150803905853873,2.0025351622228116,2.334565402358543,-0.31259959343582927
421,"Ascension, LA",22005,76627,79210,81379,83967,86352,89741,96421,100132,102891,105172,102501,105208,107647,109920,112308.0,114738.0,117009.0,119129.0,121176.0,123114.0,125061.0,125289.0,22005,13641.280530000002,3005.033550270247,0.22009541370328095,2.2034302378836057,1.2556755115137173,1.681383526987646
422,"Assumption, LA",22007,23388,23194,23210,23262,23319,23199,23477,23543,23534,23508,23487,23421,23321,23268,23170.0,23057.0,22973.0,22881.0,22714.0,22478.0,22236.0,21366.0,22007,615.98066,2262.860179394212,-0.053263507472218675,-0.12657663845782802,0.7435571641483781,-1.0447368480169903
423,"Bossier, LA",22015,98310,100986,102227,103088,105435,107477,110606,112048,113824,115187,113837,115667,117742,119947,121918.0,123403.0,124720.0,125698.0,126131.0,126499.0,126952.0,128508.0,22015,71.15554,728.6502100875007,0.11520858771752594,-0.22403668073503868,-0.31508641540416227,0.6353810326854411
424,"Caddo, LA",22017,252161,249815,248753,248346,249157,249593,252740,251760,251953,253245,253048,253924,254970,255551,255529.0,254742.0,253125.0,251069.0,248361.0,245831.0,243243.0,239775.0,22017,84.3691,1985.1213104826638,-0.038747589390155227,-0.2216729972906475,0.5519103385849503,-0.899974277711097
425,"Calcasieu, LA",22019,183577,183296,183487,184701,185593,186417,185350,187081,188928,191080,189134,190891,192307,193528,194943.0,195887.0,197233.0,198753.0,200182.0,201619.0,202858.0,212646.0,22019,35540.39069,4764.583001768979,0.07256231031966753,6.120812391678008,2.4698090180089665,0.2100834596906971
426,"Concordia, LA",22029,20247,20134,20132,20074,19972,19885,20315,20244,20420,20726,20502,20617,20624,20652,20609.0,20449.0,20288.0,20211.0,20021.0,19778.0,19533.0,18989.0,22029,588.35821,4486.056739584643,-0.0472636815920398,-0.1315178297611955,2.277618871225174,-0.9849025191862335
427,"East Baton Rouge, LA",22033,412852,411666,411024,412553,414162,413812,433474,433344,433723,437623,435815,437401,439662,441901,443598.0,444690.0,445337.0,446167.0,444094.0,443763.0,443158.0,455447.0,22033,5817.56111,2987.5937345429243,0.016848892305221252,0.8038985396420959,1.2436415987392795,-0.34552849311190664
428,"East Carroll, LA",22035,9421,9136,8911,8750,8588,8374,8188,8102,7939,7862,7964,7854,7738,7674,7602.0,7501.0,7419.0,7318.0,7225.0,7096.0,6947.0,7502.0,22035,2757.41649,4332.172384845534,-0.12769964841788045,0.25649018218681063,2.1714347846938113,-1.7870644793819357
429,"Iberia, LA",22045,73266,72993,72862,72760,72590,72641,73362,73482,73522,73372,73395,73407,73527,73551,73735.0,73938.0,73799.0,73346.0,72691.0,71887.0,70763.0,70518.0,22045,5462.125889999999,3649.054226985543,-0.03586075345731998,0.7403171622489066,1.7000660239882395,-0.8711847938268483
430,"Iberville, LA",22047,33320,33327,33242,33042,32717,32697,33519,33603,33685,33393,33513,33455,33386,33360,33375.0,33229.0,33159.0,33122.0,32956.0,32822.0,32626.0,30651.0,22047,550.96492,2749.244825229683,-0.02646734103183839,-0.13820685985636436,1.0791748389177171,-0.7775073206578393
431,"Jefferson, LA",22051,455466,453154,453429,454533,456602,456554,426285,432683,431759,431921,431019,432310,432706,433477,434528.0,435092.0,435204.0,437038.0,435300.0,434850.0,434903.0,439402.0,22051,437.53462,2977.938499305059,0.009011203682436273,-0.15849763101889205,1.2369792428700537,-0.4236912344471294
432,"Jefferson Davis, LA",22053,31435,31232,31113,31091,31076,31202,31489,31379,31497,31530,31500,31545,31529,31498,31492.0,31434.0,31399.0,31405.0,31467.0,31441.0,31425.0,32270.0,22053,38226.54305,3324.9691602613634,-0.002380952380952381,6.601319829676882,1.476439152842664,-0.5373015334126344
433,"Lafayette, LA",22055,190503,191725,194565,196710,199338,202053,209424,211826,215139,219466,215581,218586,221602,224719,228084.0,231811.0,234963.0,238230.0,240091.0,241973.0,243692.0,241173.0,22055,7394.43635,4027.252089275272,0.13039646351023512,1.0859749746572194,1.9610320890793442,0.7868448205636582
434,"Lafourche, LA",22057,89974,90105,90994,91899,92580,92656,94385,94745,95603,96080,95428,95895,96453,96755,97235.0,97474.0,97688.0,98112.0,98214.0,98108.0,97980.0,97677.0,22057,1015.67623,2748.18655410313,0.026742675105838956,-0.05507782953687771,1.0784446051453103,-0.2468609875384622
435,"Lincoln, LA",22061,42509,42625,42808,43539,44272,44580,44867,45323,45726,46270,45797,46198,46543,46926,47243.0,47349.0,47480.0,47536.0,47356.0,47246.0,47118.0,48415.0,22061,1382.7647499999998,358.8549737166311,0.028844684149616787,0.010588127052419556,-0.5702544566534576,-0.2258983291476361
436,"Madison, LA",22065,13728,13493,13180,12959,12806,12663,12537,12410,12340,12040,12286,12181,12113,12049,12008.0,11873.0,11803.0,11616.0,11472.0,11306.0,11137.0,10297.0,22065,4372.30728,4047.913315914067,-0.09352108090509523,0.5453669591358583,1.9752888566433853,-1.4462126466178753
437,"Morehouse, LA",22067,31021,30605,30319,30224,29891,29355,29079,28478,28311,28147,28388,28097,27893,27603,27319.0,27012.0,26739.0,26290.0,25992.0,25610.0,25189.0,25852.0,22067,392.16643,4341.511241951424,-0.11268845991263915,-0.1666132364730615,2.1778788316712774,-1.637362736847983
438,"Orleans, LA",22071,484674,487363,489722,492187,493765,494294,230172,268751,301842,327803,295285,321409,341407,357013,368471.0,376738.0,382922.0,388182.0,389648.0,390845.0,391249.0,383974.0,22071,419.99701,2829.5720511714862,0.3249877237245373,-0.16163481421639445,1.134602651086728,2.727440711807553
439,"Ouachita, LA",22073,147250,146789,147728,148549,149293,149476,151183,151157,151727,153058,152207,152970,153752,154641,155285.0,155769.0,156398.0,156433.0,156075.0,155494.0,154679.0,160227.0,22073,1949.9468000000002,664.5996221773148,0.016241040162410403,0.1120474477457735,-0.35928293675014517,-0.35159040652735724
440,"Plaquemines, LA",22075,26757,27029,27462,28169,29390,29558,22329,22709,22677,22730,22710,22976,23220,23385,23545.0,23599.0,23584.0,23394.0,23373.0,23338.0,23305.0,23536.0,22075,4577.391229999999,2681.295900055491,0.02619991193306913,0.5820530253682252,1.0322883665232898,-0.2522737896439403
441,"Rapides, LA",22079,126337,126206,126283,126597,127095,127544,130103,130238,130785,131095,130800,131254,131655,132034,132199.0,132225.0,132373.0,132080.0,131546.0,130970.0,130376.0,130459.0,22079,5127.16224,4757.902163786951,-0.003241590214067278,0.6803978041063731,2.4651990712759906,-0.5458843970055445
442,"St. Bernard, LA",22087,67229,68028,68964,69621,70547,71300,16563,23613,28879,32878,27739,32347,35947,38850,41114.0,42858.0,44091.0,45067.0,45694.0,46266.0,46694.0,43821.0,22087,1673.4571499999997,2643.6196187344854,0.6833339341721043,0.06258810384068479,1.0062907820206146,6.301111918168635
443,"St. Charles, LA",22089,48072,48461,49117,49338,49939,50670,52453,52765,52516,52719,52645,52662,52663,52627,52616.0,52639.0,52708.0,52728.0,52724.0,52773.0,52856.0,52411.0,22089,500.97151999999994,2727.7544105958946,0.0040079779656187675,-0.1471498375178597,1.0643459107207098,-0.4735867912071253
444,"St. James, LA",22093,21216,21291,21365,21274,21229,21399,21964,22164,22095,22231,22096,22064,21978,21916,21782.0,21650.0,21581.0,21485.0,21357.0,21308.0,21142.0,20390.0,22093,839.53693,2692.490676816012,-0.043175235336712525,-0.0865861851440463,1.0400130448783687,-0.9441297630207104
445,"St. John the Baptist, LA",22095,43044,43580,43878,44316,44822,45296,47296,47386,46811,46336,46728,46310,45741,45139,44570.0,44161.0,43888.0,43565.0,43446.0,43242.0,43055.0,42704.0,22095,3301.3364500000002,2627.9639876304655,-0.07860383495976717,0.35378830657765875,0.9954880016426438,-1.297447762941714
446,"St. Landry, LA",22097,87700,86416,85713,85034,84487,83952,85128,84710,84427,83825,84309,84003,83774,83534,83518.0,83613.0,83699.0,83580.0,83449.0,83172.0,82786.0,82999.0,22097,2556.22244,3917.5543423864983,-0.018064500824348528,0.22049995358111923,1.885337876580088,-0.6937085048041594
447,"St. Mary, LA",22101,53500,53044,53109,53245,53288,53015,54152,54104,54352,54551,54348,54360,54285,54078,53784.0,53441.0,53053.0,52578.0,51734.0,50968.0,50020.0,49818.0,22101,1337.94008,3834.6604925139204,-0.07963494516817546,0.0025697481765300013,1.8281390291552782,-1.3077306925638006
448,"St. Tammany, LA",22103,191268,195622,200701,205708,211405,217358,223133,226294,229252,231224,228894,231629,234283,236832,239814.0,242960.0,246269.0,249201.0,252093.0,255155.0,258447.0,262799.0,22103,335.52467,2970.1886252639188,0.1291121654564995,-0.1767454938187867,1.2316316342896574,0.7740369302017421
449,"Terrebonne, LA",22109,104503,105255,105698,106257,106783,107811,109994,110656,111453,111689,111131,111518,111666,111868,112167.0,112742.0,113099.0,113067.0,112587.0,112054.0,111297.0,110100.0,22109,1158.75061,4502.947251992725,0.0014937326218606869,-0.029484231496490536,2.2892737508530576,-0.4986605492901074
450,"Vernon, LA",22115,52531,52958,52319,51288,51402,51808,50781,49796,48007,50903,50451,50706,51542,52510,52844.0,52476.0,52101.0,51906.0,51007.0,49646.0,49315.0,49064.0,22115,20339.79451,2620.1418922142952,-0.022516897583794177,3.4016816248337642,0.9900905584916794,-0.7381108219896915
